experience_level,job_title,remote_ratio,company_size,adjusted_salary
SE,Machine Learning Engineer,In office,M,139500.0
SE,Machine Learning Engineer,In office,M,109400.0
SE,Data Engineer,Remote,M,276000.0
SE,Data Engineer,Remote,M,178500.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
SE,BI Developer,Remote,L,140920.0
MI,Data Science Lead,Remote,M,170399.99999999997
SE,Data Engineer,In office,M,163800.0
SE,Data Engineer,In office,M,126000.0
SE,Analytics Engineer,Remote,M,170000.0
SE,Analytics Engineer,Remote,M,130000.0
SE,Machine Learning Engineer,In office,M,247500.0
SE,Machine Learning Engineer,In office,M,172200.0
SE,Data Scientist,In office,M,239748.0
SE,Data Scientist,In office,M,159832.0
SE,Machine Learning Engineer,In office,M,163800.0
SE,Machine Learning Engineer,In office,M,126000.0
MI,Data Scientist,In office,M,128750.0
MI,Data Scientist,In office,M,106250.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
SE,Data Science Manager,In office,M,299500.0
SE,Data Science Manager,In office,M,245100.0
MI,Data Analytics Manager,In office,M,155000.0
MI,Data Analytics Manager,In office,M,140000.0
EX,Data Engineer,In office,M,167500.0
EX,Data Engineer,In office,M,106500.0
SE,Data Architect,Remote,M,188500.0
SE,Data Architect,Remote,M,117000.0
SE,Data Analyst,Remote,M,250000.0
SE,Data Analyst,Remote,M,138000.0
SE,Data Engineer,In office,M,140000.0
SE,Data Engineer,In office,M,120000.0
SE,BI Analyst,In office,M,160000.0
SE,BI Analyst,In office,M,135000.0
MI,Data Science Manager,In office,M,104500.0
MI,Data Science Manager,In office,M,70000.0
MI,Data Science Consultant,In office,M,90000.0
MI,Data Science Consultant,In office,M,70000.0
SE,Data Engineer,Remote,M,153600.0
SE,Data Engineer,Remote,M,106800.0
EN,Data Engineer,In office,M,125000.0
EN,Data Engineer,In office,M,90000.0
MI,Research Scientist,Remote,M,185000.0
MI,Research Scientist,Remote,M,125000.0
SE,Data Analyst,Remote,M,127000.0
SE,Data Analyst,Remote,M,94000.0
SE,Data Scientist,In office,M,210550.0
SE,Data Scientist,In office,M,153300.0
MI,Data Scientist,Remote,M,200000.0
MI,Data Scientist,Remote,M,150000.0
SE,Data Analyst,Remote,M,161500.0
SE,Data Analyst,Remote,M,119500.0
SE,Data Analyst,In office,M,175000.0
SE,Data Analyst,In office,M,145000.0
SE,Data Scientist,In office,M,175000.0
SE,Data Scientist,In office,M,148750.0
SE,Data Analytics Specialist,In office,M,105000.0
SE,Data Analytics Specialist,In office,M,85000.0
SE,Research Scientist,In office,M,215000.0
SE,Research Scientist,In office,M,146300.0
SE,Machine Learning Engineer,In office,M,153400.0
SE,Machine Learning Engineer,In office,M,122700.0
MI,Data Engineer,In office,M,260000.0
MI,Data Engineer,In office,M,175000.0
SE,Data Scientist,Remote,M,186300.0
SE,Data Scientist,Remote,M,123900.0
MI,Research Scientist,Remote,M,340000.0
MI,Research Scientist,Remote,M,150000.0
SE,Machine Learning Engineer,In office,M,153400.0
SE,Machine Learning Engineer,In office,M,122700.0
MI,Data Engineer,In office,M,250000.0
MI,Data Engineer,In office,M,175000.0
SE,Data Analyst,In office,M,185900.0
SE,Data Analyst,In office,M,121700.0
SE,Data Analyst,In office,M,153600.0
SE,Data Analyst,In office,M,106800.0
SE,Machine Learning Engineer,In office,M,247500.0
SE,Machine Learning Engineer,In office,M,172200.0
EX,Data Engineer,Remote,M,310000.0
EX,Data Engineer,Remote,M,239000.0
SE,Data Analyst,In office,M,125000.0
SE,Data Analyst,In office,M,110000.0
EN,Data Analyst,In office,M,150000.0
EN,Data Analyst,In office,M,100000.0
SE,Data Scientist,In office,M,149076.0
SE,Data Scientist,In office,M,82365.0
MI,Data Engineer,In office,M,146000.0
MI,Data Engineer,In office,M,75000.0
SE,Machine Learning Engineer,In office,M,139500.0
SE,Machine Learning Engineer,In office,M,109400.0
SE,Data Engineer,In office,M,139500.0
SE,Data Engineer,In office,M,109400.0
MI,Data Engineer,In office,M,149600.0
MI,Data Engineer,In office,M,102000.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
SE,Data Analyst,In office,M,95000.0
SE,Data Analyst,In office,M,85500.0
SE,Data Analyst,In office,M,185900.0
SE,Data Analyst,In office,M,121700.0
EN,Research Scientist,In office,M,150000.0
EN,Research Scientist,In office,M,100000.0
MI,Data Engineer,In office,M,145000.0
MI,Data Engineer,In office,M,125000.0
MI,Data Scientist,Remote,M,150000.0
MI,Data Scientist,Remote,M,97750.0
SE,Data Scientist,In office,M,201000.0
SE,Data Scientist,In office,M,122000.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
SE,Data Analyst,Remote,M,120000.0
SE,Data Analyst,Remote,M,75000.0
MI,Data Scientist,Remote,M,116990.0
MI,Data Scientist,Remote,M,82920.0
SE,Data Scientist,In office,M,185900.0
SE,Data Scientist,In office,M,129300.0
MI,Machine Learning Scientist,In office,S,200000.0
MI,Machine Learning Scientist,In office,S,125000.0
SE,Data Scientist,In office,M,201000.0
SE,Data Scientist,In office,M,122000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
SE,Data Manager,In office,M,155000.0
SE,Data Manager,In office,M,140000.0
MI,Machine Learning Infrastructure Engineer,In office,M,205920.0
MI,Machine Learning Infrastructure Engineer,In office,M,171600.0
SE,Data Engineer,Remote,M,121500.0
SE,Data Engineer,Remote,M,78000.0
MI,Data Engineer,In office,M,154000.0
MI,Data Engineer,In office,M,116000.0
SE,Data Scientist,In office,M,190000.0
SE,Data Scientist,In office,M,136000.0
SE,Data Analyst,In office,M,180000.0
SE,Data Analyst,In office,M,110000.0
SE,Data Scientist,Remote,M,275300.0
SE,Data Scientist,Remote,M,183000.0
SE,Data Engineer,In office,M,170000.0
SE,Data Engineer,In office,M,140000.0
SE,Data Engineer,In office,M,154000.0
SE,Data Engineer,In office,M,116000.0
SE,Data Engineer,Remote,M,160000.0
SE,Data Engineer,Remote,M,130000.0
MI,Data Engineer,In office,M,200000.0
MI,Data Engineer,In office,M,120000.0
SE,Data Scientist,Remote,M,175000.0
SE,Data Scientist,Remote,M,160000.0
SE,Data Engineer,In office,M,153600.0
SE,Data Engineer,In office,M,106800.0
EN,Data Analyst,Remote,M,85000.0
EN,Data Analyst,Remote,M,75000.0
SE,Data Scientist,In office,M,225000.0
SE,Data Scientist,In office,M,156400.0
SE,Analytics Engineer,In office,M,150000.0
SE,Analytics Engineer,In office,M,120000.0
SE,Machine Learning Engineer,In office,M,163800.0
SE,Machine Learning Engineer,In office,M,126000.0
SE,Data Analyst,Remote,M,145000.0
SE,Data Analyst,Remote,M,90000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
SE,Data Analyst,In office,M,95000.0
SE,Data Analyst,In office,M,85500.0
SE,Data Engineer,In office,M,167500.0
SE,Data Engineer,In office,M,106500.0
SE,Data Engineer,In office,M,163800.0
SE,Data Engineer,In office,M,126000.0
MI,Data Analytics Manager,In office,M,155000.0
MI,Data Analytics Manager,In office,M,140000.0
SE,Research Scientist,In office,M,250000.0
SE,Research Scientist,In office,M,200000.0
SE,Data Scientist,In office,M,260000.0
SE,Data Scientist,In office,M,186000.0
SE,Data Engineer,Remote,M,160000.0
SE,Data Engineer,Remote,M,130000.0
SE,Research Scientist,In office,M,200000.0
SE,Research Scientist,In office,M,150000.0
SE,Data Scientist,In office,M,150000.0
SE,Data Scientist,In office,M,120000.0
MI,Research Scientist,In office,M,185000.0
MI,Research Scientist,In office,M,125000.0
EN,Data Analyst,Remote,S,37202.880000000005
SE,Data Analyst,Remote,M,175000.0
SE,Data Analyst,Remote,M,130000.0
SE,Data Analyst,Remote,M,122000.0
SE,Data Analyst,Remote,M,93800.0
SE,Data Analyst,Remote,M,165000.0
SE,Data Analyst,Remote,M,112000.0
EN,Computer Vision Engineer,In office,M,220000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
MI,Machine Learning Engineer,In office,M,200000.0
MI,Machine Learning Engineer,In office,M,175000.0
SE,Data Engineer,In office,M,185900.0
SE,Data Engineer,In office,M,129300.0
SE,Data Analyst,In office,M,185900.0
SE,Data Analyst,In office,M,121700.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
SE,Data Analyst,In office,M,180180.0
SE,Data Analyst,In office,M,106020.0
SE,Data Scientist,Remote,M,136000.0
SE,Data Scientist,Remote,M,104000.0
SE,Data Analyst,In office,M,125000.0
SE,Data Analyst,In office,M,110000.0
SE,Machine Learning Engineer,In office,M,153400.0
SE,Machine Learning Engineer,In office,M,122700.0
EX,Data Engineer,Remote,M,310000.0
EX,Data Engineer,Remote,M,239000.0
SE,Data Analyst,In office,M,152380.0
SE,Data Analyst,In office,M,121904.0
SE,Data Scientist,In office,M,185900.0
SE,Data Scientist,In office,M,129300.0
SE,Machine Learning Engineer,In office,M,247500.0
SE,Machine Learning Engineer,In office,M,172200.0
SE,Data Architect,In office,M,168400.0
SE,Data Architect,In office,M,105200.0
SE,Machine Learning Engineer,In office,M,128280.0
SE,Machine Learning Engineer,In office,M,106900.0
SE,Lead Data Scientist,Remote,L,208128.0
MI,Data Engineer,In office,M,140000.0
MI,Data Engineer,In office,M,100000.0
SE,Data Engineer,In office,M,139500.0
SE,Data Engineer,In office,M,109400.0
SE,Machine Learning Engineer,In office,M,139500.0
SE,Machine Learning Engineer,In office,M,109400.0
SE,Data Analyst,Remote,M,170500.0
SE,Data Analyst,Remote,M,85000.0
SE,Data Engineer,In office,M,80000.0
SE,Data Engineer,In office,M,65000.0
SE,Data Engineer,In office,M,124740.0
SE,Data Engineer,In office,M,65488.0
SE,Data Quality Analyst,In office,M,72200.0
SE,Data Quality Analyst,In office,M,64980.0
SE,Data Engineer,In office,M,153600.0
SE,Data Engineer,In office,M,106800.0
SE,Data Analyst,Remote,M,179975.0
SE,Data Analyst,Remote,M,86466.0
SE,Data Engineer,In office,M,120000.0
SE,Data Engineer,In office,M,90000.0
SE,Data Scientist,In office,M,149076.0
SE,Data Scientist,In office,M,82365.0
SE,Data Analyst,In office,M,169000.0
SE,Data Analyst,In office,M,110600.0
SE,Data Science Manager,In office,M,175000.0
SE,Data Science Manager,In office,M,120000.0
SE,Data Analyst,In office,M,230000.0
SE,Data Analyst,In office,M,180000.0
SE,Data Analyst,In office,M,153600.0
SE,Data Analyst,In office,M,106800.0
SE,Data Manager,In office,M,140000.0
SE,Data Manager,In office,M,120000.0
SE,Machine Learning Infrastructure Engineer,In office,M,205920.0
SE,Machine Learning Infrastructure Engineer,In office,M,171600.0
SE,Data Analyst,Remote,M,165000.0
SE,Data Analyst,Remote,M,125000.0
SE,Data Engineer,In office,M,265000.0
SE,Data Engineer,In office,M,185000.0
MI,Applied Machine Learning Engineer,In office,M,130000.0
EN,Data Scientist,Remote,M,182112.0
SE,Data Analyst,In office,M,95000.0
SE,Data Analyst,In office,M,85500.0
SE,Data Scientist,In office,M,147100.0
SE,Data Scientist,In office,M,90700.0
SE,Data Engineer,In office,M,167580.0
SE,Data Engineer,In office,M,87980.0
SE,Data Engineer,Remote,M,202000.0
SE,Data Engineer,Remote,M,135000.0
SE,Data Engineer,In office,M,163800.0
SE,Data Engineer,In office,M,126000.0
SE,Machine Learning Engineer,In office,M,163800.0
SE,Machine Learning Engineer,In office,M,126000.0
SE,Data Engineer,Remote,M,104000.0
SE,Data Engineer,Remote,M,65000.0
SE,Research Engineer,In office,M,230000.0
SE,Research Engineer,In office,M,148000.0
SE,Analytics Engineer,In office,M,197000.0
SE,Analytics Engineer,In office,M,106000.0
MI,Deep Learning Engineer,Remote,M,150000.0
MI,Deep Learning Engineer,Remote,M,100000.0
SE,Data Engineer,Remote,M,290000.0
SE,Data Engineer,Remote,M,210000.0
SE,Data Engineer,In office,M,192000.0
SE,Data Engineer,In office,M,172800.0
SE,Data Scientist,In office,M,300240.0
SE,Data Scientist,In office,M,200160.0
SE,Data Scientist,In office,M,300240.0
SE,Data Scientist,In office,M,200160.0
SE,Analytics Engineer,In office,M,175000.0
SE,Analytics Engineer,In office,M,140000.0
SE,Data Manager,In office,M,169000.0
SE,Data Manager,In office,M,100000.0
SE,Data Scientist,In office,M,370000.0
SE,Data Scientist,In office,M,245000.0
SE,Data Analyst,Remote,S,110000.0
SE,Data Analyst,Remote,S,80000.0
EN,Data Analyst,In office,M,55000.0
EN,Data Analyst,In office,M,48000.0
SE,Data Analyst,In office,M,95000.0
SE,Data Analyst,In office,M,85000.0
SE,Data Engineer,Remote,M,137500.0
SE,Data Engineer,Remote,M,81500.0
SE,Machine Learning Engineer,In office,M,323300.0
SE,Machine Learning Engineer,In office,M,184700.0
SE,Machine Learning Engineer,Remote,M,186000.0
SE,Machine Learning Engineer,Remote,M,153088.0
MI,Data Infrastructure Engineer,Remote,M,190000.0
MI,Data Infrastructure Engineer,Remote,M,160000.0
SE,Machine Learning Engineer,Remote,M,200000.0
SE,Machine Learning Engineer,Remote,M,150000.0
MI,Data Infrastructure Engineer,In office,M,190000.0
MI,Data Infrastructure Engineer,In office,M,183310.0
SE,Machine Learning Engineer,Remote,M,240000.0
SE,Machine Learning Engineer,Remote,M,180000.0
SE,Machine Learning Engineer,Remote,M,200000.0
SE,Machine Learning Engineer,Remote,M,150000.0
SE,Data Science Manager,In office,M,299500.0
SE,Data Science Manager,In office,M,245100.0
SE,Data Engineer,Remote,M,144000.0
SE,Data Engineer,Remote,M,66000.0
MI,Machine Learning Engineer,In office,M,148500.0
MI,Machine Learning Engineer,In office,M,126277.0
SE,Data Architect,In office,M,228000.0
SE,Data Architect,In office,M,120000.0
SE,Machine Learning Software Engineer,In office,M,180000.0
SE,Machine Learning Software Engineer,In office,M,90000.0
SE,Data Scientist,In office,M,126500.0
SE,Data Scientist,In office,M,78000.0
SE,Data Engineer,In office,M,180000.0
SE,Data Engineer,In office,M,160000.0
SE,Machine Learning Software Engineer,In office,M,272000.0
SE,Machine Learning Software Engineer,In office,M,170000.0
MI,Data Analyst,In office,M,80000.0
MI,Data Analyst,In office,M,60000.0
SE,Data Engineer,Remote,M,259000.0
SE,Data Engineer,Remote,M,146000.0
SE,Data Engineer,In office,M,200000.0
SE,Data Engineer,In office,M,160000.0
EX,Data Engineer,Remote,M,310000.0
EX,Data Engineer,Remote,M,239000.0
SE,Data Analyst,Remote,M,142000.0
SE,Data Analyst,Remote,M,95000.0
SE,Data Scientist,In office,M,155000.0
SE,Data Scientist,In office,M,139500.0
MI,Data Engineer,Remote,M,140000.0
MI,Data Engineer,Remote,M,120000.0
SE,Data Engineer,Remote,M,259000.0
SE,Data Engineer,Remote,M,146000.0
SE,Data Science Lead,In office,M,247500.0
SE,Data Science Lead,In office,M,172200.0
SE,Data Scientist,In office,M,225000.0
SE,Data Scientist,In office,M,156400.0
SE,Data Engineer,In office,M,139500.0
SE,Data Engineer,In office,M,109400.0
MI,Data Engineer,In office,M,125000.0
MI,Data Engineer,In office,M,90000.0
SE,Data Scientist,In office,M,185900.0
SE,Data Scientist,In office,M,129300.0
SE,Machine Learning Engineer,In office,M,139500.0
SE,Machine Learning Engineer,In office,M,109400.0
SE,Data Analyst,Remote,M,120000.0
SE,Data Analyst,Remote,M,75000.0
SE,Data Analyst,In office,M,169000.0
SE,Data Analyst,In office,M,110600.0
SE,Machine Learning Engineer,Remote,M,288000.0
SE,Machine Learning Engineer,Remote,M,140000.0
SE,Machine Learning Engineer,Remote,M,288000.0
SE,Machine Learning Engineer,Remote,M,140000.0
MI,Data Engineer,In office,M,120000.0
MI,Data Engineer,In office,M,90000.0
SE,Data Scientist,Remote,M,215050.0
SE,Data Scientist,Remote,M,156400.0
SE,Data Architect,Remote,M,198000.0
SE,Data Architect,Remote,M,114000.0
EN,Data Analyst,Remote,M,75000.0
EN,Data Analyst,Remote,M,60000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
SE,Data Scientist,Remote,M,209300.0
SE,Data Scientist,Remote,M,182200.0
SE,Data Manager,In office,M,140000.0
SE,Data Manager,In office,M,120000.0
EN,Data Scientist,In office,M,92140.0
SE,Machine Learning Engineer,In office,M,147100.0
SE,Machine Learning Engineer,In office,M,90700.0
SE,Data Engineer,In office,M,230000.0
SE,Data Engineer,In office,M,170000.0
SE,Data Analyst,In office,M,227000.0
SE,Data Analyst,In office,M,108000.0
SE,Data Engineer,Remote,M,180000.0
SE,Data Engineer,Remote,M,160000.0
SE,Data Architect,Remote,M,180000.0
SE,Data Architect,Remote,M,160000.0
SE,Data Engineer,In office,M,180000.0
SE,Data Engineer,In office,M,130000.0
EN,Data Analyst,Remote,L,60000.0
SE,Data Engineer,In office,M,226700.0
SE,Data Engineer,In office,M,133300.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
SE,Data Analyst,In office,M,80000.0
SE,Data Analyst,In office,M,52500.0
SE,Data Engineer,Remote,M,250000.0
SE,Data Engineer,Remote,M,162500.0
EN,Data Analyst,Remote,M,85000.0
EN,Data Analyst,Remote,M,75000.0
SE,Data Analyst,In office,M,153600.0
SE,Data Analyst,In office,M,106800.0
MI,Data Analyst,In office,M,165000.0
MI,Data Analyst,In office,M,124000.0
SE,Data Analyst,Remote,M,115934.0
SE,Data Analyst,Remote,M,81666.0
SE,Data Engineer,In office,M,167580.0
SE,Data Engineer,In office,M,87980.0
SE,Data Engineer,Remote,M,250000.0
SE,Data Engineer,Remote,M,63000.0
MI,Data Scientist,In office,M,170000.0
MI,Data Scientist,In office,M,120000.0
SE,Data Engineer,In office,M,124740.0
SE,Data Engineer,In office,M,65488.0
SE,Data Engineer,Remote,M,213580.0
SE,Data Engineer,Remote,M,163625.0
SE,Machine Learning Software Engineer,Remote,M,406500.0
SE,Machine Learning Engineer,In office,M,220000.0
SE,Machine Learning Engineer,In office,M,170000.0
EX,Data Engineer,In office,M,235000.0
EX,Data Engineer,In office,M,210000.0
SE,Data Architect,Remote,M,180000.0
SE,Data Architect,Remote,M,115000.0
SE,Data Architect,Remote,M,200000.0
SE,Data Architect,Remote,M,115000.0
SE,Data Science Manager,Remote,M,231250.0
SE,Data Science Manager,Remote,M,138750.0
SE,Machine Learning Engineer,In office,M,284310.0
SE,Machine Learning Engineer,In office,M,153090.0
SE,Data Engineer,Remote,M,160000.0
SE,Data Engineer,Remote,M,75000.0
MI,Data Analyst,In office,M,125000.0
MI,Data Analyst,In office,M,105000.0
EN,Data Analyst,In office,M,55000.0
EN,Data Analyst,In office,M,48000.0
EN,Data Analyst,Hybrid,M,100000.0
SE,Data Science Lead,In office,M,225900.0
SE,Data Science Lead,In office,M,156400.0
SE,Data Engineer,Remote,M,250000.0
SE,Data Engineer,Remote,M,162500.0
SE,Machine Learning Engineer,Remote,M,318300.0
SE,Machine Learning Engineer,Remote,M,188800.0
SE,Data Analyst,In office,M,385000.0
SE,Data Analyst,In office,M,60000.0
MI,Data Analyst,Remote,M,110000.0
MI,Data Analyst,Remote,M,95000.0
SE,Data Scientist,Remote,M,145000.0
SE,Data Scientist,Remote,M,135000.0
SE,Data Analyst,In office,M,180180.0
SE,Data Analyst,In office,M,106020.0
SE,Data Analyst,Remote,M,93919.0
SE,Data Analyst,Remote,M,51962.0
SE,Data Engineer,In office,M,241871.0
SE,Data Engineer,In office,M,133832.0
SE,Data Scientist,Remote,M,170000.0
SE,Data Scientist,Remote,M,90000.0
EX,Data Engineer,Remote,M,210914.0
EX,Data Engineer,Remote,M,116704.0
SE,Data Analyst,Remote,M,192500.0
SE,Data Analyst,Remote,M,140000.0
SE,Data Scientist,In office,M,149076.0
SE,Data Scientist,In office,M,82365.0
SE,Data Scientist,In office,M,175000.0
SE,Data Scientist,In office,M,148750.0
SE,Research Scientist,In office,M,370000.0
SE,Research Scientist,In office,M,200000.0
SE,Data Scientist,Remote,M,235000.0
SE,Data Scientist,Remote,M,185000.0
SE,Data Scientist,In office,M,216100.0
SE,Data Scientist,In office,M,140800.0
EN,Data Scientist,Hybrid,S,110000.0
SE,Data Engineer,In office,M,128000.0
SE,Data Engineer,In office,M,81500.0
EX,Data Engineer,Remote,M,284000.0
EX,Data Engineer,Remote,M,236000.0
SE,Research Engineer,In office,M,155850.0
SE,Research Engineer,In office,M,102544.0
MI,Data Scientist,Remote,M,151410.0
MI,Data Scientist,Remote,M,115360.0
SE,Data Scientist,In office,M,250000.0
SE,Data Scientist,In office,M,162500.0
EN,Data Scientist,Remote,M,195120.0
MI,Research Scientist,In office,M,85000.0
MI,Research Scientist,In office,M,70000.0
SE,BI Developer,Remote,M,135000.0
SE,BI Developer,Remote,M,100000.0
EX,Data Analytics Manager,In office,M,155000.0
EX,Data Analytics Manager,In office,M,140000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
SE,Data Engineer,In office,M,226700.0
SE,Data Engineer,In office,M,133300.0
SE,Data Scientist,Remote,M,225000.0
SE,Data Scientist,Remote,M,156400.0
SE,Data Engineer,In office,M,163800.0
SE,Data Engineer,In office,M,126000.0
SE,Machine Learning Engineer,In office,M,163800.0
SE,Machine Learning Engineer,In office,M,126000.0
SE,ML Engineer,In office,M,220000.0
SE,ML Engineer,In office,M,150000.0
SE,Data Engineer,In office,M,145000.0
SE,Data Engineer,In office,M,115000.0
SE,Data Analytics Manager,In office,M,204500.0
SE,Data Analytics Manager,In office,M,138900.0
MI,Data Engineer,In office,M,162500.0
MI,Data Engineer,In office,M,130000.0
SE,Data Engineer,Remote,M,150000.0
SE,Data Engineer,Remote,M,107000.0
EX,Data Engineer,In office,M,175000.0
EX,Data Engineer,In office,M,110000.0
SE,Data Engineer,In office,M,226700.0
SE,Data Engineer,In office,M,133300.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
SE,Machine Learning Engineer,In office,M,150000.0
SE,Machine Learning Engineer,In office,M,125000.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
SE,Data Scientist,In office,M,225000.0
SE,Data Scientist,In office,M,156400.0
MI,Machine Learning Engineer,Remote,L,110000.0
SE,Data Engineer,Remote,M,265000.0
SE,Data Engineer,Remote,M,182750.0
MI,Data Analyst,In office,M,130000.0
MI,Data Analyst,In office,M,100000.0
SE,Data Analyst,In office,M,153600.0
SE,Data Analyst,In office,M,106800.0
SE,Data Engineer,In office,M,137500.0
SE,Data Engineer,In office,M,81500.0
EX,Head of Data Science,In office,M,314100.0
EX,Head of Data Science,In office,M,195800.0
SE,Applied Scientist,In office,M,205000.0
SE,Applied Scientist,In office,M,180000.0
SE,Data Scientist,Remote,M,165000.0
SE,Data Scientist,Remote,M,144000.0
EN,BI Developer,In office,M,160000.0
EN,BI Developer,In office,M,100000.0
EX,Data Engineer,In office,M,200000.0
EX,Data Engineer,In office,M,145000.0
MI,Data Analyst,In office,M,150000.0
MI,Data Analyst,In office,M,100000.0
SE,Data Manager,In office,M,199000.0
SE,Data Manager,In office,M,112000.0
SE,Data Scientist,In office,M,105000.0
SE,Data Scientist,In office,M,70000.0
SE,Data Analyst,In office,M,180180.0
SE,Data Analyst,In office,M,106020.0
EN,Data Engineer,In office,M,160000.0
EN,Data Engineer,In office,M,135000.0
SE,Data Scientist,In office,M,183000.0
SE,Data Scientist,In office,M,134000.0
SE,Machine Learning Engineer,In office,M,220000.0
SE,Machine Learning Engineer,In office,M,150000.0
SE,Applied Scientist,In office,L,350000.0
SE,Applied Scientist,In office,L,262500.0
SE,Data Analyst,In office,M,122000.0
SE,Data Analyst,In office,M,94000.0
SE,Machine Learning Engineer,In office,M,276000.0
SE,Machine Learning Engineer,In office,M,184000.0
EX,Data Engineer,Remote,M,310000.0
EX,Data Engineer,Remote,M,239000.0
SE,Data Scientist,Remote,M,225000.0
SE,Data Scientist,Remote,M,156400.0
MI,Machine Learning Engineer,Remote,M,180000.0
MI,Machine Learning Engineer,Remote,M,150000.0
SE,Data Scientist,In office,M,228000.0
SE,Data Scientist,In office,M,152000.0
SE,Data Scientist,Remote,M,209450.0
SE,Data Scientist,Remote,M,158677.0
SE,Data Analyst,In office,M,175000.0
SE,Data Analyst,In office,M,145000.0
SE,Data Engineer,In office,M,240000.0
SE,Data Engineer,In office,M,170000.0
MI,Data Analyst,In office,M,103200.0
MI,Data Analyst,In office,M,61200.0
MI,Data Scientist,Remote,L,168020.0
SE,Data Scientist,Remote,M,237000.0
SE,Data Scientist,Remote,M,145000.0
SE,Data Scientist,Remote,M,240000.0
SE,Data Scientist,Remote,M,139000.0
SE,Data Architect,In office,M,174500.0
SE,Data Architect,In office,M,113000.0
SE,Data Analyst,Remote,M,130000.0
SE,Data Analyst,Remote,M,87000.0
SE,Data Analyst,Remote,M,160000.0
SE,Data Analyst,Remote,M,108000.0
SE,Data Engineer,Remote,M,165000.0
SE,Data Engineer,Remote,M,107250.0
SE,Data Engineer,In office,M,300000.0
SE,Data Engineer,In office,M,119000.0
SE,Data Scientist,Remote,M,285800.0
SE,Data Scientist,Remote,M,154600.0
MI,Data Science Manager,In office,M,220000.0
MI,Data Science Manager,In office,M,195000.0
SE,Data Manager,In office,M,168400.0
SE,Data Manager,In office,M,105200.0
MI,Data Analyst,In office,M,206000.0
MI,Data Analyst,In office,M,160000.0
SE,Analytics Engineer,Remote,M,200000.0
SE,Analytics Engineer,Remote,M,175000.0
SE,Analytics Engineer,Remote,M,231250.0
SE,Analytics Engineer,Remote,M,138750.0
SE,Data Engineer,In office,L,240500.0
SE,Data Engineer,In office,L,123700.0
SE,Data Engineer,Remote,M,160000.0
SE,Data Engineer,Remote,M,90000.0
EN,Data Scientist,In office,M,124234.0
EN,Data Scientist,In office,M,74540.0
MI,Data Analyst,In office,M,109000.0
MI,Data Analyst,In office,M,79000.0
SE,Data Scientist,Remote,M,275300.0
SE,Data Scientist,Remote,M,183500.0
SE,Data Scientist,Remote,M,275300.0
SE,Data Scientist,Remote,M,183500.0
SE,Data Analyst,Remote,M,160000.0
SE,Data Analyst,Remote,M,125600.0
SE,Data Engineer,In office,M,170000.0
SE,Data Engineer,In office,M,120000.0
SE,Data Engineer,In office,M,225000.0
SE,Data Engineer,In office,M,140000.0
SE,Data Analyst,In office,M,141290.0
SE,Data Analyst,In office,M,74178.0
SE,Data Scientist,In office,M,150000.0
SE,Data Scientist,In office,M,120000.0
SE,Data Engineer,Remote,M,85000.0
SE,Data Engineer,Remote,M,75000.0
SE,Data Engineer,In office,M,220000.0
SE,Data Engineer,In office,M,160000.0
SE,Data Engineer,Remote,M,205600.0
SE,Data Engineer,Remote,M,107500.0
MI,Data Engineer,In office,M,120000.0
MI,Data Engineer,In office,M,95000.0
SE,Data Engineer,In office,M,185900.0
SE,Data Engineer,In office,M,129300.0
SE,Data Engineer,Remote,M,160000.0
SE,Data Engineer,Remote,M,130000.0
MI,Data Engineer,In office,M,250000.0
MI,Data Engineer,In office,M,175000.0
SE,Data Scientist,Remote,M,136000.0
SE,Data Scientist,Remote,M,104000.0
MI,Data Analyst,In office,M,80000.0
MI,Data Analyst,In office,M,52500.0
SE,Data Scientist,Remote,M,110000.0
SE,Data Scientist,Remote,M,84000.0
SE,BI Analyst,In office,M,125000.0
SE,BI Analyst,In office,M,110000.0
MI,Data Analyst,In office,M,90000.0
MI,Data Analyst,In office,M,80000.0
SE,ML Engineer,In office,M,200000.0
SE,ML Engineer,In office,M,135000.0
EN,Business Data Analyst,Hybrid,L,52032.0
SE,Data Engineer,In office,M,130000.0
SE,Data Engineer,In office,M,75000.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
